"destination","commercial.flag","city","region","country","fligh.direction","flight.type","date","date.year","nbr.of.passengers","cargo.weight","nbr.of.flights","seat.capacity"
"Bodrum","Commercial","Bodrum","","Turkey","Outgoing","Non Scheduled",2011-06-01,2011,753,0,5,825
"Bodrum","Commercial","Bodrum","","Turkey","Outgoing","Non Scheduled",2007-06-01,2007,232,0,2,270
"Bodrum","Commercial","Bodrum","","Turkey","Incoming","Non Scheduled",2007-08-01,2007,330,0,3,433
"Bodrum","Commercial","Bodrum","","Turkey","Outgoing","Non Scheduled",2011-09-01,2011,612,0,4,620
"Bodrum","Commercial","Bodrum","","Turkey","Outgoing","Non Scheduled",2007-08-01,2007,181,0,2,284
"Bodrum","Commercial","Bodrum","","Turkey","Incoming","Non Scheduled",2011-08-01,2011,663,0,4,672
"Bodrum","Commercial","Bodrum","","Turkey","Outgoing","Scheduled",2007-08-01,2007,82,0,1,149
"Bodrum","Commercial","Bodrum","","Turkey","Outgoing","Non Scheduled",2007-09-01,2007,314,0,3,447
"Bodrum","Commercial","Bodrum","","Turkey","Incoming","Non Scheduled",2007-06-01,2007,108,0,2,270
"Bodrum","Commercial","Bodrum","","Turkey","Outgoing","Non Scheduled",2007-07-01,2007,360,0,3,433
"Bodrum","Commercial","Bodrum","","Turkey","Incoming","Non Scheduled",2011-07-01,2011,1015,0,7,1160
"Bodrum","Commercial","Bodrum","","Turkey","Incoming","Non Scheduled",2009-04-01,2009,0,0,1,220
"Bodrum","Commercial","Bodrum","","Turkey","Outgoing","Non Scheduled",2007-10-01,2007,0,0,1,149
"Bodrum","Commercial","Bodrum","","Turkey","Incoming","Non Scheduled",2012-06-01,2012,121,0,1,155
"Bodrum","Commercial","Bodrum","","Turkey","Incoming","Non Scheduled",2007-10-01,2007,128,0,1,149
"Bodrum","Commercial","Bodrum","","Turkey","Incoming","Non Scheduled",2007-09-01,2007,272,0,3,447
"Bologna","Commercial","Bologna","","Italy","Outgoing","Scheduled",2007-02-01,2007,91,0,4,200
"Bologna","Commercial","Bologna","","Italy","Incoming","Scheduled",2012-03-01,2012,243,0,3,378
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2008-08-01,2008,139,0,1,180
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2010-09-01,2010,0,0,1,0
"Bologna","Commercial","Bologna","","Italy","Outgoing","Scheduled",2012-06-01,2012,1082,0,8,1512
"Bologna","Commercial","Bologna","","Italy","Incoming","Scheduled",2012-06-01,2012,956,0,8,1512
"Bologna","Commercial","Bologna","","Italy","Incoming","Scheduled",2012-04-01,2012,1264,0,9,1701
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2011-07-01,2011,117,0,1,138
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2009-07-01,2009,121,0,1,159
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2007-01-01,2007,0,0,1,189
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2008-01-01,2008,0,0,1,189
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2010-08-01,2010,0,0,1,0
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2010-05-01,2010,0,0,1,50
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2008-10-01,2008,141,0,1,141
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2010-09-01,2010,0,0,1,72
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2011-01-01,2011,0,0,1,180
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2011-07-01,2011,48,0,1,138
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2008-07-01,2008,126,0,1,180
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2008-02-01,2008,0,0,1,256
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2009-07-01,2009,105,0,1,159
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2009-10-01,2009,0,0,1,0
"Bologna","Commercial","Bologna","","Italy","Outgoing","Scheduled",2007-01-01,2007,603,0,21,1050
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2007-07-01,2007,238,0,4,630
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2008-01-01,2008,0,0,1,189
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2008-02-01,2008,243,0,1,256
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2010-05-01,2010,0,0,1,170
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2009-09-01,2009,0,0,1,0
"Bologna","Commercial","Bologna","","Italy","Outgoing","Scheduled",2012-05-01,2012,1263,0,9,1701
"Bologna","Commercial","Bologna","","Italy","Outgoing","Scheduled",2012-03-01,2012,215,0,2,378
"Bologna","Commercial","Bologna","","Italy","Outgoing","Scheduled",2009-11-01,2009,0,5330,1,0
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2011-11-01,2011,125,0,1,180
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2011-05-01,2011,54,0,1,72
"Bologna","Commercial","Bologna","","Italy","Incoming","Scheduled",2012-05-01,2012,1115,0,9,1701
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2007-08-01,2007,136,0,1,180
"Bologna","Commercial","Bologna","","Italy","Outgoing","Non Scheduled",2010-08-01,2010,119,0,1,138
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2011-05-01,2011,54,0,1,72
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2010-07-01,2010,55,0,1,138
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2007-07-01,2007,238,0,4,630
"Bologna","Commercial","Bologna","","Italy","Incoming","Non Scheduled",2007-08-01,2007,120,0,1,180
"Bologna","Commercial","Bologna","","Italy","Outgoing","Scheduled",2012-04-01,2012,1277,0,9,1701
"Bologna","Commercial","Bologna","","Italy","Incoming","Scheduled",2007-01-01,2007,385,0,21,1050
"Bologna","Commercial","Bologna","","Italy","Incoming","Scheduled",2007-02-01,2007,89,0,4,200
"Bolzano","Commercial","Bolzano","","Italy","Outgoing","Non Scheduled",2010-05-01,2010,44,0,1,72
"Bolzano","Commercial","Bolzano","","Italy","Incoming","Non Scheduled",2010-05-01,2010,42,0,1,72
"Bordeaux","Commercial","Bordeaux","","France","Incoming","Non Scheduled",2008-01-01,2008,0,0,1,135
"Bordeaux","Commercial","Bordeaux","","France","Incoming","Non Scheduled",2010-06-01,2010,177,0,1,189
"Bordeaux","Commercial","Bordeaux","","France","Outgoing","Non Scheduled",2012-06-01,2012,177,0,1,189
"Bordeaux","Commercial","Bordeaux","","France","Incoming","Non Scheduled",2007-05-01,2007,33,0,1,189
"Bordeaux","Commercial","Bordeaux","","France","Outgoing","Non Scheduled",2011-06-01,2011,171,0,1,189
"Bordeaux","Commercial","Bordeaux","","France","Incoming","Non Scheduled",2012-05-01,2012,61,0,1,189
"Bordeaux","Commercial","Bordeaux","","France","Incoming","Non Scheduled",2011-06-01,2011,172,0,1,180
"Bordeaux","Commercial","Bordeaux","","France","Outgoing","Non Scheduled",2008-06-01,2008,183,0,1,189
"","Commercial","","","United Kingdom","Outgoing","Non Scheduled",2009-11-01,2009,0,5781,1,0
"","Commercial","","","United Kingdom","Outgoing","Non Scheduled",2009-06-01,2009,0,0,1,396
"Braunschweig","Commercial","Braunschweig","Germany ED","Germany","Outgoing","Non Scheduled",2007-09-01,2007,62,0,1,112
"Braunschweig","Commercial","Braunschweig","Germany ED","Germany","Outgoing","Non Scheduled",2008-07-01,2008,0,0,1,0
"Braunschweig","Commercial","Braunschweig","Germany ED","Germany","Incoming","Non Scheduled",2012-03-01,2012,0,0,1,0
"Braunschweig","Commercial","Braunschweig","Germany ED","Germany","Incoming","Non Scheduled",2007-12-01,2007,0,0,1,18
"Braunschweig","Commercial","Braunschweig","Germany ED","Germany","Incoming","Non Scheduled",2007-09-01,2007,100,0,1,112
"Braunschweig","Commercial","Braunschweig","Germany ED","Germany","Incoming","Non Scheduled",2008-07-01,2008,0,0,1,0
"Braunschweig","Commercial","Braunschweig","Germany ED","Germany","Outgoing","Non Scheduled",2011-01-01,2011,0,0,1,0
"Braunschweig","Commercial","Braunschweig","Germany ED","Germany","Incoming","Non Scheduled",2008-06-01,2008,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Non Scheduled",2012-02-01,2012,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2011-12-01,2011,0,0,3,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2007-12-01,2007,1259,0,12,2268
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-03-01,2008,1789,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-04-01,2008,1677,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-01-01,2008,1195,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-10-01,2008,1831,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Non Scheduled",2008-10-01,2008,0,0,1,34
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Non Scheduled",2010-06-01,2010,0,1060,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2010-03-01,2010,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2009-01-01,2009,782,0,7,1323
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-03-01,2008,1701,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2008-08-01,2008,0,0,1,100
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2010-07-01,2010,0,0,2,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-08-01,2008,2018,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-11-01,2008,140,0,1,189
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-10-01,2008,1983,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Non Scheduled",2011-12-01,2011,0,0,4,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2007-10-01,2007,85,0,1,189
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-06-01,2008,1849,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-11-01,2008,129,0,1,189
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Non Scheduled",2007-08-01,2007,0,0,1,50
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Non Scheduled",2010-04-01,2010,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2010-11-01,2010,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2010-10-01,2010,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2007-10-01,2007,111,0,1,189
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-12-01,2008,620,0,4,756
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-07-01,2008,2007,0,14,2646
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Non Scheduled",2009-04-01,2009,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2012-03-01,2012,0,0,2,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2007-08-01,2007,0,0,1,50
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2010-06-01,2010,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2007-11-01,2007,1324,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-05-01,2008,1719,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-09-01,2008,1646,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2007-12-01,2007,1509,0,12,2268
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-01-01,2008,966,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-08-01,2008,1748,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-09-01,2008,1599,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2009-01-01,2009,538,0,7,1323
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2011-05-01,2011,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2008-06-01,2008,0,0,2,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-02-01,2008,1283,0,12,2268
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-12-01,2008,461,0,4,756
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-04-01,2008,1488,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-05-01,2008,1587,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-06-01,2008,1610,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Non Scheduled",2009-12-01,2009,0,0,1,0
"Bremen","Commercial","Bremen","Germany ED","Germany","Outgoing","Scheduled",2008-07-01,2008,1973,0,14,2646
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2007-11-01,2007,1309,0,13,2457
"Bremen","Commercial","Bremen","Germany ED","Germany","Incoming","Scheduled",2008-02-01,2008,1166,0,12,2268
"Brescia/Montichiari","Commercial","Brescia","","Italy","Outgoing","Non Scheduled",2008-05-01,2008,0,0,1,0
"Brescia/Montichiari","Commercial","Brescia","","Italy","Outgoing","Non Scheduled",2009-01-01,2009,0,0,1,0
"Brescia/Montichiari","Commercial","Brescia","","Italy","Outgoing","Non Scheduled",2010-10-01,2010,0,0,1,0
"Brescia/Montichiari","Commercial","Brescia","","Italy","Outgoing","Non Scheduled",2010-11-01,2010,0,0,1,0
"Brescia/Montichiari","Commercial","Brescia","","Italy","Incoming","Non Scheduled",2008-05-01,2008,0,0,1,0
"Brescia/Montichiari","Commercial","Brescia","","Italy","Incoming","Non Scheduled",2008-04-01,2008,0,0,2,0
"Brescia/Montichiari","Commercial","Brescia","","Italy","Incoming","Non Scheduled",2008-07-01,2008,0,0,1,0
"Brescia/Montichiari","Commercial","Brescia","","Italy","Outgoing","Non Scheduled",2008-11-01,2008,0,0,1,0
"Brescia/Montichiari","Commercial","Brescia","","Italy","Outgoing","Non Scheduled",2011-01-01,2011,0,695,1,0
"Brescia/Montichiari","Commercial","Brescia","","Italy","Incoming","Non Scheduled",2010-10-01,2010,0,0,1,0
"Brest","Commercial","Brest","","France","Incoming","Non Scheduled",2008-09-01,2008,98,0,2,270
"Brest","Commercial","Brest","","France","Outgoing","Non Scheduled",2008-09-01,2008,97,0,1,135
"Briansk","Commercial","Briansk","Russia UU","Russia","Incoming","Non Scheduled",2009-09-01,2009,0,0,1,0
"Briansk","Commercial","Briansk","Russia UU","Russia","Incoming","Non Scheduled",2009-06-01,2009,0,0,1,0
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2009-06-01,2009,1361,0,8,1512
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2009-11-01,2009,1285,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2010-05-01,2010,1568,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2010-04-01,2010,1147,0,7,1323
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2008-10-01,2008,1271,0,10,1890
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2009-11-01,2009,1197,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2009-10-01,2009,1024,0,8,1512
"Bristol/Filton","Commercial","Bristol","","United Kingdom","Outgoing","Non Scheduled",2008-12-01,2008,0,0,1,50
"Bristol/Filton","Commercial","Bristol","","United Kingdom","Incoming","Non Scheduled",2008-05-01,2008,0,0,1,185
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Non Scheduled",2011-10-01,2011,171,0,1,180
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2009-10-01,2009,1371,0,8,1512
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2010-08-01,2010,1605,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2008-01-01,2008,1665,0,17,3213
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2008-11-01,2008,141,0,1,189
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2009-07-01,2009,1613,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2009-09-01,2009,1300,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2010-07-01,2010,1561,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2010-05-01,2010,1532,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2010-10-01,2010,1275,0,8,1512
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2010-09-01,2010,1377,0,9,1692
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2010-02-01,2010,1214,0,8,1512
"Bristol/Filton","Commercial","Bristol","","United Kingdom","Outgoing","Non Scheduled",2008-05-01,2008,0,0,1,185
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2008-03-01,2008,2437,0,18,3402
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2008-08-01,2008,1502,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2012-03-01,2012,320,0,2,378
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2008-12-01,2008,665,0,4,756
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2009-03-01,2009,1539,0,13,2457
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2009-08-01,2009,1383,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2009-12-01,2009,1331,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Incoming","Scheduled",2010-04-01,2010,1193,0,7,1323
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2012-06-01,2012,1610,0,9,1701
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2008-06-01,2008,1401,0,10,1890
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2008-01-01,2008,2159,0,17,3213
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2008-11-01,2008,173,0,1,189
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2008-12-01,2008,449,0,4,756
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2008-10-01,2008,1521,0,10,1890
"Bristol/Lulsgate","Commercial","Bristol","","United Kingdom","Outgoing","Scheduled",2009-07-01,2009,1600,0,9,1701
